"","respondent_id","Year","USBORN","DEGREE","BIRTHYR","GENDER","RACE","HISPANIC","SS048M1","SS048M2","SS048M3","SS044","SS045","SS046","SS047","SS040","SS042","SJ005M1","SJ005M2","SJ005M3","SS003_1","SS004_1","SS008_1","SS005_1","SS006_1","SS007_1","SS003_2","SS004_2","SS008_2","SS005_2","SS006_2","SS007_2","SS003_3","SS004_3","SS008_3","SS005_3","SS006_3","SS007_3","SS003_4","SS004_4","SS008_4","SS005_4","SS006_4","SS007_4","deathexpense_special","foreign","female","age","disabled","lifeins_y","pensionsum_y","socsec_y","suppsec_y","vetbenefits_y","otherpensions_y","socinsur_y","black_nh","white_nh","hisp_allraces","black_hi","white_hi","hisp_other","non_bwh","employed","retired","homemaker","sell_assets","withdraw_money","fam_help","charity_help","did_nothing_special","borrow_money","other","dk_na","rf","inap","deathexpense_sources","degree","deathexpense_usd"
"252","502235_10",2022,5,0,1952,2,7,1,7,NA,NA,9999998,10001,99999996,NA,5,5,1,5,NA,3,700,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,70,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"other","No degree",178937.864427391
"253","502242_20",2022,1,0,1953,2,7,1,7,NA,NA,5800,NA,NA,NA,5,5,4,5,NA,2,700,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,69,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"other","No degree",5800
"254","502264_10",2022,1,0,1951,2,1,1,3,NA,NA,11000,NA,NA,NA,5,5,6,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,71,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","No degree",11000
"255","502276_20",2022,1,1,1952,2,1,5,5,NA,NA,5500,NA,NA,NA,5,5,7,NA,NA,3,900,4,NA,NA,NA,2,2000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,70,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"GED",5500
"256","502414_20",2022,5,0,1952,2,7,1,5,NA,NA,0,NA,NA,NA,5,5,6,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,70,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,"No degree",0
"257","502416_10",2022,1,0,1950,1,1,5,5,NA,NA,2000,NA,NA,NA,5,5,5,NA,NA,2,851,4,NA,NA,NA,2,923,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"No degree",2000
"258","502472_10",2022,1,4,1949,2,1,5,5,NA,NA,9999998,10001,99999996,NA,1,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",178937.864427391
"259","502512_10",2022,1,2,1948,2,1,5,5,NA,NA,0,NA,NA,NA,1,5,5,NA,NA,2,1900,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1200,4,NA,NA,NA,0,0,1,74,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",0
"260","502755_10",2022,1,5,1958,2,1,5,5,NA,NA,3000,NA,NA,NA,5,5,1,NA,NA,2,-8,-8,1001,99999996,NA,5,NA,NA,NA,NA,NA,2,2500,4,NA,NA,NA,2,1800,4,NA,NA,NA,0,0,1,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"Postgraduate degree",3000
"261","521669_10",2022,5,0,1956,1,7,1,2,NA,NA,16000,NA,NA,NA,5,5,5,NA,NA,3,500,4,NA,NA,NA,2,500,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,0,66,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","No degree",16000
"262","521795_10",2022,1,0,1954,2,2,5,5,NA,NA,24000,NA,NA,NA,1,5,5,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,68,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","No degree",24000
"263","521920_10",2022,1,3,1957,2,7,2,5,NA,NA,500,NA,NA,NA,1,5,5,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,65,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",500
"264","522017_20",2022,5,2,1956,1,1,5,5,NA,NA,3600,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",3600
"265","522509_10",2022,1,0,1959,2,1,5,3,7,NA,2300,NA,NA,NA,5,5,4,NA,NA,3,530,4,NA,NA,NA,3,530,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,63,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"family_friend_charity","No degree",2300
"266","522510_20",2022,1,2,1957,1,1,5,5,NA,NA,11000,NA,NA,NA,1,5,5,4,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,65,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",11000
"267","522945_20",2022,1,1,1955,2,1,5,5,NA,NA,1500,NA,NA,NA,5,5,1,NA,NA,2,1000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"GED",1500
"268","522982_20",2022,1,2,1957,2,2,5,2,NA,NA,9999999,10001,99999996,NA,1,5,5,NA,NA,3,99999999,NA,1001,99999996,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,65,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",178937.864427391
"269","523448_10",2022,5,0,1959,2,7,1,7,NA,NA,15000,NA,NA,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,63,1,0,0,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"other","No degree",15000
"270","523756_10",2022,1,2,1960,1,1,5,5,NA,NA,9999998,2000,2000,NA,5,5,5,NA,NA,2,99999998,NA,500,500,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",2000
"271","523768_10",2022,1,2,1958,2,7,1,5,NA,NA,9999998,0,1999,NA,5,5,4,NA,NA,2,99999998,NA,751,999,NA,2,875,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,64,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",999.5
"272","523913_10",2022,1,3,1957,1,1,5,5,NA,NA,2000,NA,NA,NA,5,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,105,4,NA,NA,NA,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",2000
"273","523957_10",2022,1,0,1956,1,1,5,5,NA,NA,2250,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"No degree",2250
"274","523966_10",2022,1,4,1956,2,2,5,5,NA,NA,9000,NA,NA,NA,5,5,1,NA,NA,3,99999998,NA,351,649,NA,3,800,4,NA,NA,NA,5,NA,NA,NA,NA,NA,3,600,4,NA,NA,NA,0,0,1,66,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",9000
"275","524207_20",2022,5,1,1969,2,1,2,7,4,NA,25000,NA,NA,NA,5,5,1,NA,NA,2,1000,4,NA,NA,NA,2,1000,4,NA,NA,NA,2,800,4,NA,NA,NA,2,800,4,NA,NA,NA,1,1,1,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"family_friend_charity","GED",25000
"276","524535_10",2022,1,3,1955,2,2,5,5,NA,NA,10000,NA,NA,NA,5,5,5,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,0,1,67,0,0,0,NA,NA,0,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",10000
"277","524884_20",2022,1,2,1956,2,2,5,5,NA,NA,0,NA,NA,NA,5,5,1,NA,NA,3,464,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,66,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",0
"278","525452_10",2022,1,1,1958,2,1,5,5,NA,NA,2000,NA,NA,NA,1,5,5,NA,NA,2,1100,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1500,4,NA,NA,NA,0,0,1,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","GED",2000
"279","525580_20",2022,5,1,1961,2,2,5,3,NA,NA,12000,NA,NA,NA,5,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","GED",12000
"280","526216_20",2022,1,2,1955,2,2,5,5,NA,NA,10000,NA,NA,NA,1,5,1,NA,NA,2,1600,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",10000
"281","527192_20",2022,1,2,1959,2,1,5,5,NA,NA,20000,NA,NA,NA,5,5,5,NA,NA,3,99999998,NA,651,999,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,63,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",20000
"282","527296_21",2022,1,3,1957,2,1,5,5,NA,NA,0,NA,NA,NA,5,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",0
"283","528755_10",2022,1,2,1955,2,7,1,5,NA,NA,0,NA,NA,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,67,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",0
"284","529844_20",2022,1,5,1967,2,1,5,2,3,NA,15000,NA,NA,NA,5,5,7,NA,NA,2,99999998,NA,0,99999996,98,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"assets_savings","Postgraduate degree",15000
"285","531508_10",2022,1,2,1956,1,2,5,5,NA,NA,1189,NA,NA,NA,5,5,1,NA,NA,2,996,4,NA,NA,NA,2,996,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",1189
"286","531968_10",2022,1,2,1958,2,2,5,2,NA,NA,10000,NA,NA,NA,1,5,1,NA,NA,2,2100,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,900,4,NA,NA,NA,1,0,1,64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",10000
"287","532500_20",2022,5,2,1967,2,1,2,5,NA,NA,17000,NA,NA,NA,5,8,6,NA,NA,2,99999998,NA,501,99999996,98,2,99999998,NA,801,99999996,NA,2,99999998,NA,0,99999996,98,3,99999998,NA,0,99999996,98,0,1,1,55,0,0,NA,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",17000
"288","532512_11",2022,1,9,1972,2,2,5,2,NA,NA,3000,NA,NA,NA,5,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","Degree unknown/Some College",3000
"289","532861_20",2022,1,2,1951,1,2,5,2,NA,NA,25000,NA,NA,NA,1,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,0,71,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",25000
"290","533591_10",2022,5,3,1958,2,1,1,5,NA,NA,4500,NA,NA,NA,1,5,6,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,64,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",4500
"291","534873_20",2022,1,2,1952,1,1,1,5,NA,NA,18000,NA,NA,NA,1,5,1,NA,NA,2,99999998,NA,751,999,NA,2,99999999,NA,0,99999996,99,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,70,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",18000
"292","535246_10",2022,5,3,1956,2,7,5,5,NA,NA,9999998,10001,99999996,NA,5,5,6,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",178937.864427391
"293","535737_10",2022,5,0,1958,2,1,1,5,NA,NA,35000,NA,NA,NA,5,5,5,NA,NA,2,1300,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"No degree",35000
"294","535901_20",2022,5,2,1962,2,7,1,5,NA,NA,12000,NA,NA,NA,1,5,4,NA,NA,2,1200,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,60,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",12000
"295","536291_10",2022,1,2,1954,2,2,5,5,NA,NA,9999998,5001,6999,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",6000
"296","536353_10",2022,5,2,1951,2,1,2,7,NA,NA,9999998,2000,2000,NA,1,5,5,NA,NA,3,960,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,71,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"lifeins_fullcover","High school diploma",2000
"297","536597_10",2022,5,2,1958,2,1,2,7,NA,NA,29000,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"other","High school diploma",29000
"298","536986_10",2022,5,0,1953,2,1,1,7,NA,NA,0,NA,NA,NA,5,5,1,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"other","No degree",0
"299","537522_10",2022,1,4,1954,2,1,5,7,NA,NA,5000,NA,NA,NA,5,1,5,NA,NA,2,924,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"other","College (2-year or 4-year)",5000
"300","540308_20",2022,1,2,1962,2,7,5,5,NA,NA,150000,NA,NA,NA,1,1,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",150000
"301","540548_10",2022,5,0,1965,2,2,2,5,NA,NA,1100,NA,NA,NA,5,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"No degree",1100
"302","540676_20",2022,1,2,1972,2,7,1,3,NA,NA,15000,NA,NA,NA,5,5,1,NA,NA,2,1275,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","High school diploma",15000
"303","540882_10",2022,5,0,1964,2,7,2,3,NA,NA,3000,NA,NA,NA,5,5,6,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,58,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","No degree",3000
"304","540899_10",2022,1,0,1962,2,7,5,7,NA,NA,9999998,2001,4999,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"other","No degree",3500
"305","541014_20",2022,1,2,1968,1,1,5,5,NA,NA,10000,NA,NA,NA,5,5,5,NA,NA,2,900,4,NA,NA,NA,2,900,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",10000
"306","541454_20",2022,1,5,1966,2,2,5,2,NA,NA,10000,NA,NA,NA,1,5,5,4,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,56,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","Postgraduate degree",10000
"307","541507_10",2022,1,3,1962,2,2,5,5,NA,NA,20000,NA,NA,NA,1,5,1,NA,NA,2,2200,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,542,4,NA,NA,NA,0,0,1,60,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",20000
"308","541618_20",2022,5,0,1965,2,1,1,5,NA,NA,6000,NA,NA,NA,1,5,7,NA,NA,2,1200,4,NA,NA,NA,8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,912,4,NA,NA,NA,0,1,1,57,0,1,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","No degree",6000
"309","541922_20",2022,5,0,1967,2,1,1,3,NA,NA,15000,NA,NA,NA,5,5,1,NA,NA,3,1150,4,NA,NA,NA,3,1150,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,1,55,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","No degree",15000
"310","541993_20",2022,1,9,1949,2,7,5,7,NA,NA,10700,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"other","Degree unknown/Some College",10700
"311","542204_20",2022,1,5,1961,2,1,5,5,NA,NA,20000,NA,NA,NA,1,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Postgraduate degree",20000
"312","542403_10",2022,1,9,1961,1,2,5,5,NA,NA,0,NA,NA,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"Degree unknown/Some College",0
"313","542524_20",2022,1,9,1965,2,1,5,5,NA,NA,18000,NA,NA,NA,1,5,1,NA,NA,5,NA,NA,NA,NA,NA,2,2300,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Degree unknown/Some College",18000
"314","542570_20",2022,1,4,1970,2,1,5,5,NA,NA,15000,NA,NA,NA,1,5,1,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,52,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",15000
"315","542660_10",2022,1,2,1965,1,2,5,5,NA,NA,8000,NA,NA,NA,5,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",8000
"316","542897_10",2022,1,9,1962,2,1,2,1,NA,NA,20000,NA,NA,NA,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,60,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"assets_savings","Degree unknown/Some College",20000
"317","542978_10",2022,5,0,1960,1,7,1,7,NA,NA,18000,NA,NA,NA,5,5,2,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"other","No degree",18000
